[13:34:58] ============================================================
[13:34:58] [REALTIME MONITOR] Started - 10s interval
[13:34:58] ============================================================
[13:34:59] Price: $1960.00 | Vol: 1150 | Change: +0.02% | Status: Normal
[16:14:20] Price: $1962.56 | Vol: 12 | Change: +0.00% | Status: Normal
[16:14:30] Price: $1962.56 | Vol: 25 | Change: +0.00% | Status: Normal
[16:14:40] Price: $1962.56 | Vol: 29 | Change: +0.00% | Status: Normal
[16:14:50] Price: $1962.57 | Vol: 48 | Change: +0.00% | Status: Normal
[16:15:00] Price: $1962.56 | Vol: 61 | Change: +0.00% | Status: Normal
[16:15:10] Price: $1962.98 | Vol: 101 | Change: +0.02% | Status: Normal
[16:15:20] Price: $1962.97 | Vol: 135 | Change: +0.02% | Status: Normal
[16:15:30] Price: $1963.23 | Vol: 249 | Change: +0.03% | Status: Normal
[16:15:40] Price: $1963.24 | Vol: 280 | Change: +0.03% | Status: Normal
[16:15:51] Price: $1963.40 | Vol: 417 | Change: +0.04% | Status: 🚨 SPIKE DETECTED
[16:16:01] Price: $1963.59 | Vol: 508 | Change: +0.05% | Status: 🚨 SPIKE DETECTED
[16:16:11] Price: $1963.59 | Vol: 15 | Change: +0.00% | Status: Normal
[16:16:21] Price: $1963.58 | Vol: 26 | Change: -0.00% | Status: Normal
[16:16:31] Price: $1963.41 | Vol: 54 | Change: -0.01% | Status: Normal
[16:16:41] Price: $1963.13 | Vol: 94 | Change: -0.02% | Status: Normal
[16:16:51] Price: $1963.13 | Vol: 99 | Change: -0.02% | Status: Normal
[16:17:01] Price: $1963.09 | Vol: 160 | Change: -0.03% | Status: Normal
[16:17:11] Price: $1963.03 | Vol: 11 | Change: -0.00% | Status: Normal
[16:17:21] Price: $1963.02 | Vol: 52 | Change: -0.00% | Status: Normal
[16:17:31] Price: $1962.79 | Vol: 83 | Change: -0.02% | Status: Normal
[16:17:41] Price: $1962.78 | Vol: 112 | Change: -0.02% | Status: Normal
[16:17:51] Price: $1962.78 | Vol: 132 | Change: -0.02% | Status: Normal
[16:18:01] Price: $1962.72 | Vol: 170 | Change: -0.02% | Status: Normal
[16:18:11] Price: $1962.62 | Vol: 11 | Change: -0.01% | Status: Normal
[16:18:21] Price: $1962.56 | Vol: 95 | Change: -0.01% | Status: Normal
[16:18:31] Price: $1962.56 | Vol: 117 | Change: -0.01% | Status: Normal
[16:18:42] Price: $1962.57 | Vol: 131 | Change: -0.01% | Status: Normal
[16:18:52] Price: $1962.57 | Vol: 136 | Change: -0.01% | Status: Normal
[16:19:02] Price: $1962.57 | Vol: 152 | Change: -0.01% | Status: Normal
[16:19:12] Price: $1962.56 | Vol: 109 | Change: -0.00% | Status: Normal
[16:19:22] Price: $1962.56 | Vol: 117 | Change: -0.00% | Status: Normal
[16:19:32] Price: $1962.56 | Vol: 125 | Change: -0.00% | Status: Normal
[16:19:42] Price: $1962.56 | Vol: 131 | Change: -0.00% | Status: Normal
[16:19:52] Price: $1962.57 | Vol: 171 | Change: +0.00% | Status: Normal
[16:20:02] Price: $1962.57 | Vol: 188 | Change: +0.00% | Status: Normal
[16:20:12] Price: $1962.58 | Vol: 61 | Change: +0.00% | Status: Normal
[16:20:22] Price: $1962.61 | Vol: 89 | Change: +0.00% | Status: Normal
[16:20:32] Price: $1962.60 | Vol: 95 | Change: +0.00% | Status: Normal
[16:20:42] Price: $1962.61 | Vol: 130 | Change: +0.00% | Status: Normal
[16:20:52] Price: $1962.80 | Vol: 190 | Change: +0.01% | Status: 🚨 SPIKE DETECTED
[16:21:02] Price: $1962.80 | Vol: 199 | Change: +0.01% | Status: 🚨 SPIKE DETECTED
[16:21:12] Price: $1962.79 | Vol: 0 | Change: -0.00% | Status: Normal
[16:21:22] Price: $1962.80 | Vol: 31 | Change: +0.00% | Status: Normal
[16:21:32] Price: $1962.83 | Vol: 53 | Change: +0.00% | Status: Normal
[16:21:43] Price: $1962.95 | Vol: 77 | Change: +0.01% | Status: Normal
[16:21:53] Price: $1963.12 | Vol: 209 | Change: +0.02% | Status: 🚨 SPIKE DETECTED
[16:22:03] Price: $1963.11 | Vol: 222 | Change: +0.02% | Status: 🚨 SPIKE DETECTED
[16:22:13] Price: $1963.13 | Vol: 101 | Change: +0.00% | Status: Normal
[16:22:23] Price: $1963.09 | Vol: 268 | Change: -0.00% | Status: 🚨 SPIKE DETECTED
[16:22:33] Price: $1963.09 | Vol: 276 | Change: -0.00% | Status: 🚨 SPIKE DETECTED
[16:22:43] Price: $1963.09 | Vol: 277 | Change: -0.00% | Status: 🚨 SPIKE DETECTED
[16:22:53] Price: $1963.10 | Vol: 337 | Change: -0.00% | Status: 🚨 SPIKE DETECTED
[16:23:03] Price: $1962.70 | Vol: 384 | Change: -0.02% | Status: 🚨 SPIKE DETECTED
[16:23:13] Price: $1962.47 | Vol: 33 | Change: -0.01% | Status: Normal
[16:23:23] Price: $1962.44 | Vol: 126 | Change: -0.01% | Status: Normal
[16:23:33] Price: $1962.44 | Vol: 135 | Change: -0.01% | Status: Normal
[16:23:43] Price: $1962.31 | Vol: 171 | Change: -0.02% | Status: Normal
[16:23:53] Price: $1962.19 | Vol: 202 | Change: -0.03% | Status: Normal
[16:24:03] Price: $1962.18 | Vol: 208 | Change: -0.03% | Status: Normal
[16:24:13] Price: $1962.37 | Vol: 158 | Change: +0.01% | Status: Normal
[16:24:23] Price: $1962.38 | Vol: 170 | Change: +0.01% | Status: Normal
[16:24:33] Price: $1962.37 | Vol: 187 | Change: +0.01% | Status: Normal
[16:24:43] Price: $1962.14 | Vol: 336 | Change: -0.00% | Status: 🚨 SPIKE DETECTED
[16:24:53] Price: $1961.83 | Vol: 454 | Change: -0.02% | Status: 🚨 SPIKE DETECTED
[16:25:03] Price: $1961.83 | Vol: 2 | Change: +0.00% | Status: Normal
[16:25:14] Price: $1962.14 | Vol: 103 | Change: +0.02% | Status: Normal
[16:25:24] Price: $1962.33 | Vol: 169 | Change: +0.03% | Status: Normal
[16:25:34] Price: $1962.33 | Vol: 184 | Change: +0.03% | Status: Normal
[16:25:44] Price: $1961.98 | Vol: 311 | Change: +0.01% | Status: 🚨 SPIKE DETECTED
[16:25:54] Price: $1961.99 | Vol: 357 | Change: +0.01% | Status: 🚨 SPIKE DETECTED
[16:26:04] Price: $1961.88 | Vol: 32 | Change: -0.01% | Status: Normal
[16:26:14] Price: $1961.88 | Vol: 45 | Change: -0.01% | Status: Normal
[16:26:24] Price: $1961.88 | Vol: 50 | Change: -0.01% | Status: Normal
[16:26:34] Price: $1961.87 | Vol: 52 | Change: -0.01% | Status: Normal
[16:26:44] Price: $1961.88 | Vol: 85 | Change: -0.01% | Status: Normal
[16:26:54] Price: $1961.87 | Vol: 88 | Change: -0.01% | Status: Normal
[16:27:05] Price: $1961.87 | Vol: 123 | Change: -0.01% | Status: Normal
[16:27:15] Price: $1961.87 | Vol: 10 | Change: +0.00% | Status: Normal
[16:27:25] Price: $1962.23 | Vol: 120 | Change: +0.02% | Status: Normal
[16:27:35] Price: $1962.04 | Vol: 168 | Change: +0.01% | Status: Normal
[16:27:45] Price: $1962.02 | Vol: 170 | Change: +0.01% | Status: Normal
[16:27:55] Price: $1961.82 | Vol: 211 | Change: -0.00% | Status: 🚨 SPIKE DETECTED
[16:28:05] Price: $1961.83 | Vol: 213 | Change: -0.00% | Status: Normal
[16:28:15] Price: $1961.82 | Vol: 24 | Change: -0.00% | Status: Normal
[16:28:25] Price: $1962.10 | Vol: 58 | Change: +0.01% | Status: Normal
[16:28:35] Price: $1962.23 | Vol: 117 | Change: +0.02% | Status: Normal
[16:28:45] Price: $1962.23 | Vol: 127 | Change: +0.02% | Status: Normal
[16:28:55] Price: $1962.23 | Vol: 129 | Change: +0.02% | Status: Normal
[16:29:05] Price: $1962.24 | Vol: 149 | Change: +0.02% | Status: Normal
[16:29:15] Price: $1962.34 | Vol: 30 | Change: +0.01% | Status: Normal
[16:29:25] Price: $1962.34 | Vol: 54 | Change: +0.01% | Status: Normal
[16:29:35] Price: $1962.34 | Vol: 66 | Change: +0.01% | Status: Normal
[16:29:45] Price: $1962.34 | Vol: 88 | Change: +0.01% | Status: Normal
[16:29:55] Price: $1962.51 | Vol: 128 | Change: +0.01% | Status: Normal
[16:30:05] Price: $1962.51 | Vol: 183 | Change: +0.01% | Status: 🚨 SPIKE DETECTED
[16:30:15] Price: $1962.69 | Vol: 38 | Change: +0.01% | Status: Normal
[16:30:25] Price: $1962.72 | Vol: 79 | Change: +0.01% | Status: Normal
[16:30:36] Price: $1963.00 | Vol: 196 | Change: +0.02% | Status: 🚨 SPIKE DETECTED
[16:30:46] Price: $1962.99 | Vol: 199 | Change: +0.02% | Status: 🚨 SPIKE DETECTED
[16:30:56] Price: $1963.11 | Vol: 344 | Change: +0.03% | Status: 🚨 SPIKE DETECTED
[16:31:06] Price: $1963.11 | Vol: 357 | Change: +0.03% | Status: 🚨 SPIKE DETECTED
[16:31:16] Price: $1962.25 | Vol: 171 | Change: -0.04% | Status: Normal
[16:31:26] Price: $1962.23 | Vol: 202 | Change: -0.04% | Status: Normal
[16:31:36] Price: $1962.10 | Vol: 244 | Change: -0.05% | Status: Normal
[16:31:46] Price: $1962.06 | Vol: 264 | Change: -0.05% | Status: Normal
[16:31:56] Price: $1962.06 | Vol: 272 | Change: -0.05% | Status: Normal
[16:32:06] Price: $1962.63 | Vol: 351 | Change: +0.02% | Status: 🚨 SPIKE DETECTED
[16:32:16] Price: $1963.01 | Vol: 408 | Change: +0.04% | Status: 🚨 SPIKE DETECTED
[16:32:26] Price: $1962.42 | Vol: 450 | Change: +0.01% | Status: 🚨 SPIKE DETECTED
[16:32:36] Price: $1962.42 | Vol: 465 | Change: +0.01% | Status: 🚨 SPIKE DETECTED
[16:32:46] Price: $1962.42 | Vol: 490 | Change: +0.01% | Status: 🚨 SPIKE DETECTED
[16:32:56] Price: $1962.43 | Vol: 507 | Change: +0.01% | Status: 🚨 SPIKE DETECTED
[16:33:06] Price: $1962.25 | Vol: 12 | Change: -0.01% | Status: Normal
[16:33:16] Price: $1962.25 | Vol: 25 | Change: -0.01% | Status: Normal
[16:33:26] Price: $1962.26 | Vol: 49 | Change: -0.01% | Status: Normal
[16:33:36] Price: $1962.02 | Vol: 187 | Change: -0.02% | Status: Normal
[16:33:46] Price: $1961.95 | Vol: 334 | Change: -0.02% | Status: Normal
[16:33:56] Price: $1961.80 | Vol: 562 | Change: -0.03% | Status: 🚨 SPIKE DETECTED
[16:34:07] Price: $1962.00 | Vol: 3 | Change: -0.00% | Status: Normal
[16:34:17] Price: $1962.00 | Vol: 18 | Change: -0.00% | Status: Normal
[16:34:27] Price: $1962.00 | Vol: 26 | Change: -0.00% | Status: Normal
[16:34:37] Price: $1962.00 | Vol: 43 | Change: -0.00% | Status: Normal
[16:34:47] Price: $1962.00 | Vol: 81 | Change: -0.00% | Status: Normal
[16:34:57] Price: $1962.00 | Vol: 86 | Change: -0.00% | Status: Normal
[16:35:07] Price: $1962.00 | Vol: 94 | Change: -0.00% | Status: Normal
[16:35:17] Price: $1962.00 | Vol: 41 | Change: +0.00% | Status: Normal
[16:35:27] Price: $1962.01 | Vol: 44 | Change: +0.00% | Status: Normal
[16:35:37] Price: $1962.00 | Vol: 48 | Change: +0.00% | Status: Normal
[16:35:47] Price: $1962.00 | Vol: 125 | Change: +0.00% | Status: Normal
[16:35:57] Price: $1962.00 | Vol: 137 | Change: +0.00% | Status: Normal
[16:36:07] Price: $1962.18 | Vol: 70 | Change: +0.01% | Status: Normal
[16:36:17] Price: $1962.32 | Vol: 111 | Change: +0.02% | Status: Normal
[16:36:27] Price: $1962.10 | Vol: 326 | Change: +0.01% | Status: 🚨 SPIKE DETECTED
[16:36:37] Price: $1962.11 | Vol: 337 | Change: +0.01% | Status: 🚨 SPIKE DETECTED
[16:36:47] Price: $1962.10 | Vol: 344 | Change: +0.01% | Status: 🚨 SPIKE DETECTED
[16:36:57] Price: $1962.10 | Vol: 349 | Change: +0.01% | Status: 🚨 SPIKE DETECTED
[16:37:07] Price: $1961.82 | Vol: 18 | Change: +0.00% | Status: Normal
[16:37:17] Price: $1961.34 | Vol: 160 | Change: -0.02% | Status: Normal
[16:37:27] Price: $1961.34 | Vol: 167 | Change: -0.02% | Status: Normal
[16:37:38] Price: $1960.42 | Vol: 405 | Change: -0.07% | Status: 🚨 SPIKE DETECTED
[16:37:48] Price: $1960.60 | Vol: 723 | Change: -0.06% | Status: 🚨 SPIKE DETECTED
[16:37:58] Price: $1960.96 | Vol: 753 | Change: -0.04% | Status: 🚨 SPIKE DETECTED
[16:38:08] Price: $1960.99 | Vol: 15 | Change: -0.00% | Status: Normal
[16:38:18] Price: $1961.59 | Vol: 149 | Change: +0.03% | Status: Normal
[16:38:28] Price: $1961.59 | Vol: 169 | Change: +0.03% | Status: Normal
[16:38:38] Price: $1962.88 | Vol: 1105 | Change: +0.10% | Status: 🚨 SPIKE DETECTED
[16:38:48] Price: $1963.00 | Vol: 1285 | Change: +0.10% | Status: 🚨 SPIKE DETECTED
[16:38:58] Price: $1962.82 | Vol: 1330 | Change: +0.09% | Status: 🚨 SPIKE DETECTED
[16:39:08] Price: $1963.34 | Vol: 152 | Change: +0.02% | Status: Normal
[16:39:18] Price: $1963.32 | Vol: 226 | Change: +0.02% | Status: Normal
[16:39:28] Price: $1963.25 | Vol: 363 | Change: +0.02% | Status: Normal
[16:39:38] Price: $1963.22 | Vol: 383 | Change: +0.02% | Status: Normal
[16:39:48] Price: $1962.98 | Vol: 464 | Change: +0.01% | Status: Normal
[16:39:58] Price: $1962.99 | Vol: 518 | Change: +0.01% | Status: Normal
[16:40:08] Price: $1962.69 | Vol: 49 | Change: -0.02% | Status: Normal
[16:40:18] Price: $1962.50 | Vol: 75 | Change: -0.02% | Status: Normal
[16:40:28] Price: $1962.50 | Vol: 111 | Change: -0.02% | Status: Normal
[16:40:38] Price: $1962.51 | Vol: 123 | Change: -0.02% | Status: Normal
[16:40:48] Price: $1962.51 | Vol: 145 | Change: -0.02% | Status: Normal
[16:40:59] Price: $1962.09 | Vol: 195 | Change: -0.05% | Status: Normal
[16:41:09] Price: $1962.01 | Vol: 17 | Change: -0.00% | Status: Normal
[16:41:19] Price: $1961.98 | Vol: 19 | Change: -0.01% | Status: Normal
[16:41:29] Price: $1961.98 | Vol: 24 | Change: -0.01% | Status: Normal
[16:41:39] Price: $1961.98 | Vol: 33 | Change: -0.01% | Status: Normal
[16:41:49] Price: $1961.90 | Vol: 95 | Change: -0.01% | Status: Normal
[16:41:59] Price: $1961.90 | Vol: 122 | Change: -0.01% | Status: Normal
[16:42:09] Price: $1961.90 | Vol: 6 | Change: +0.00% | Status: Normal
[16:42:19] Price: $1961.90 | Vol: 43 | Change: +0.00% | Status: Normal
[16:42:29] Price: $1961.89 | Vol: 52 | Change: +0.00% | Status: Normal
[16:42:39] Price: $1961.89 | Vol: 89 | Change: +0.00% | Status: Normal
[16:42:49] Price: $1961.82 | Vol: 105 | Change: -0.00% | Status: Normal
[16:42:59] Price: $1961.72 | Vol: 151 | Change: -0.01% | Status: Normal
[16:43:09] Price: $1961.12 | Vol: 298 | Change: -0.03% | Status: 🚨 SPIKE DETECTED
[16:43:19] Price: $1961.34 | Vol: 886 | Change: -0.02% | Status: 🚨 SPIKE DETECTED
[16:43:29] Price: $1960.52 | Vol: 1811 | Change: -0.06% | Status: 🚨 SPIKE DETECTED
[16:43:39] Price: $1961.03 | Vol: 1906 | Change: -0.03% | Status: 🚨 SPIKE DETECTED
[16:43:49] Price: $1960.76 | Vol: 2104 | Change: -0.05% | Status: 🚨 SPIKE DETECTED
[16:43:59] Price: $1960.65 | Vol: 2148 | Change: -0.05% | Status: 🚨 SPIKE DETECTED
[16:44:09] Price: $1960.87 | Vol: 54 | Change: +0.01% | Status: Normal
[16:44:19] Price: $1960.88 | Vol: 159 | Change: +0.01% | Status: Normal
[16:44:30] Price: $1960.82 | Vol: 232 | Change: +0.01% | Status: Normal
[16:44:40] Price: $1961.04 | Vol: 354 | Change: +0.02% | Status: Normal
[16:44:50] Price: $1960.96 | Vol: 477 | Change: +0.02% | Status: Normal
[16:45:00] Price: $1960.95 | Vol: 543 | Change: +0.02% | Status: Normal
[16:45:10] Price: $1960.90 | Vol: 54 | Change: +0.00% | Status: Normal
[16:45:20] Price: $1961.02 | Vol: 215 | Change: +0.01% | Status: Normal
[16:45:30] Price: $1960.92 | Vol: 262 | Change: +0.01% | Status: Normal
[16:45:40] Price: $1960.92 | Vol: 289 | Change: +0.01% | Status: Normal
[16:45:50] Price: $1960.62 | Vol: 417 | Change: -0.01% | Status: Normal
[16:46:00] Price: $1960.62 | Vol: 461 | Change: -0.01% | Status: Normal
[16:46:10] Price: $1960.61 | Vol: 33 | Change: +0.00% | Status: Normal
[16:46:20] Price: $1960.62 | Vol: 63 | Change: +0.00% | Status: Normal
[16:46:30] Price: $1960.51 | Vol: 214 | Change: -0.01% | Status: Normal
[16:46:40] Price: $1960.50 | Vol: 315 | Change: -0.01% | Status: Normal
[16:46:50] Price: $1960.51 | Vol: 412 | Change: -0.01% | Status: Normal
[16:47:00] Price: $1960.52 | Vol: 443 | Change: -0.00% | Status: Normal
[16:47:10] Price: $1960.50 | Vol: 34 | Change: -0.00% | Status: Normal
[16:47:20] Price: $1961.13 | Vol: 328 | Change: +0.03% | Status: Normal
[16:47:30] Price: $1961.17 | Vol: 403 | Change: +0.03% | Status: Normal
[16:47:40] Price: $1960.91 | Vol: 477 | Change: +0.02% | Status: Normal
[16:47:50] Price: $1961.12 | Vol: 523 | Change: +0.03% | Status: Normal
[16:48:01] Price: $1961.12 | Vol: 528 | Change: +0.03% | Status: Normal
[16:48:11] Price: $1960.93 | Vol: 31 | Change: -0.01% | Status: Normal
[16:48:21] Price: $1961.18 | Vol: 72 | Change: +0.00% | Status: Normal
[16:48:31] Price: $1961.18 | Vol: 83 | Change: +0.00% | Status: Normal
[16:48:41] Price: $1961.51 | Vol: 151 | Change: +0.02% | Status: Normal
[16:48:51] Price: $1961.52 | Vol: 154 | Change: +0.02% | Status: Normal
[16:49:01] Price: $1961.72 | Vol: 222 | Change: +0.03% | Status: Normal
[16:49:11] Price: $1961.73 | Vol: 106 | Change: +0.00% | Status: Normal
[16:49:21] Price: $1961.68 | Vol: 141 | Change: -0.00% | Status: Normal
[16:49:31] Price: $1961.69 | Vol: 142 | Change: -0.00% | Status: Normal
[16:49:41] Price: $1961.40 | Vol: 177 | Change: -0.02% | Status: Normal
[16:49:51] Price: $1961.39 | Vol: 188 | Change: -0.02% | Status: Normal
[16:50:01] Price: $1961.36 | Vol: 225 | Change: -0.02% | Status: Normal
[16:50:11] Price: $1961.59 | Vol: 42 | Change: +0.01% | Status: Normal
[16:50:21] Price: $1961.79 | Vol: 56 | Change: +0.02% | Status: Normal
[16:50:31] Price: $1961.54 | Vol: 169 | Change: +0.01% | Status: Normal
[16:50:41] Price: $1961.69 | Vol: 186 | Change: +0.02% | Status: Normal
[16:50:51] Price: $1961.69 | Vol: 190 | Change: +0.02% | Status: Normal
[16:51:02] Price: $1961.46 | Vol: 254 | Change: +0.01% | Status: Normal
[16:51:12] Price: $1961.60 | Vol: 13 | Change: +0.00% | Status: Normal
[16:51:22] Price: $1961.60 | Vol: 25 | Change: +0.00% | Status: Normal
[16:51:32] Price: $1962.27 | Vol: 82 | Change: +0.03% | Status: Normal
[16:51:42] Price: $1962.27 | Vol: 109 | Change: +0.03% | Status: Normal
[16:51:52] Price: $1962.22 | Vol: 139 | Change: +0.03% | Status: Normal
[16:52:02] Price: $1962.18 | Vol: 203 | Change: +0.03% | Status: Normal
[16:52:12] Price: $1961.98 | Vol: 41 | Change: -0.01% | Status: Normal
[16:52:22] Price: $1962.14 | Vol: 94 | Change: -0.00% | Status: Normal
[16:52:32] Price: $1962.01 | Vol: 134 | Change: -0.01% | Status: Normal
[16:52:42] Price: $1961.62 | Vol: 169 | Change: -0.03% | Status: Normal
[16:52:52] Price: $1961.62 | Vol: 179 | Change: -0.03% | Status: Normal
[16:53:02] Price: $1961.62 | Vol: 192 | Change: -0.03% | Status: Normal
[16:53:12] Price: $1961.35 | Vol: 24 | Change: -0.01% | Status: Normal
[16:53:22] Price: $1961.18 | Vol: 81 | Change: -0.02% | Status: Normal
[16:53:32] Price: $1961.18 | Vol: 101 | Change: -0.02% | Status: Normal
[16:53:42] Price: $1961.56 | Vol: 243 | Change: -0.00% | Status: 🚨 SPIKE DETECTED
[16:53:52] Price: $1961.55 | Vol: 245 | Change: -0.00% | Status: 🚨 SPIKE DETECTED
[16:54:02] Price: $1961.30 | Vol: 1 | Change: +0.00% | Status: Normal
[16:54:12] Price: $1961.30 | Vol: 10 | Change: +0.00% | Status: Normal
[16:54:23] Price: $1961.28 | Vol: 26 | Change: -0.00% | Status: Normal
[16:54:33] Price: $1961.29 | Vol: 37 | Change: -0.00% | Status: Normal
[16:54:43] Price: $1961.01 | Vol: 112 | Change: -0.01% | Status: Normal
[16:54:53] Price: $1961.01 | Vol: 120 | Change: -0.01% | Status: Normal
[16:55:03] Price: $1961.00 | Vol: 144 | Change: -0.02% | Status: Normal
[16:55:13] Price: $1960.82 | Vol: 59 | Change: -0.01% | Status: Normal
[16:55:23] Price: $1960.82 | Vol: 64 | Change: -0.01% | Status: Normal
[16:55:33] Price: $1960.81 | Vol: 81 | Change: -0.01% | Status: Normal
[16:55:43] Price: $1960.72 | Vol: 96 | Change: -0.01% | Status: Normal
[16:55:53] Price: $1960.72 | Vol: 114 | Change: -0.01% | Status: Normal
[16:56:03] Price: $1960.72 | Vol: 119 | Change: -0.01% | Status: Normal
[16:56:13] Price: $1960.73 | Vol: 7 | Change: +0.00% | Status: Normal
[16:56:23] Price: $1960.92 | Vol: 196 | Change: +0.01% | Status: 🚨 SPIKE DETECTED
[16:56:33] Price: $1961.17 | Vol: 255 | Change: +0.02% | Status: 🚨 SPIKE DETECTED
[16:56:43] Price: $1961.18 | Vol: 257 | Change: +0.02% | Status: 🚨 SPIKE DETECTED
[16:56:53] Price: $1961.17 | Vol: 300 | Change: +0.02% | Status: 🚨 SPIKE DETECTED
[16:57:03] Price: $1961.18 | Vol: 3 | Change: +0.00% | Status: Normal
[16:57:13] Price: $1961.57 | Vol: 132 | Change: +0.02% | Status: Normal
[16:57:23] Price: $1961.52 | Vol: 193 | Change: +0.02% | Status: Normal
[16:57:33] Price: $1961.53 | Vol: 215 | Change: +0.02% | Status: 🚨 SPIKE DETECTED
[16:57:43] Price: $1961.52 | Vol: 220 | Change: +0.02% | Status: Normal
[16:57:54] Price: $1961.53 | Vol: 237 | Change: +0.02% | Status: 🚨 SPIKE DETECTED
[16:58:04] Price: $1961.53 | Vol: 0 | Change: +0.00% | Status: Normal
[16:58:14] Price: $1961.52 | Vol: 14 | Change: -0.00% | Status: Normal
[16:58:24] Price: $1961.56 | Vol: 32 | Change: +0.00% | Status: Normal
[16:58:34] Price: $1961.55 | Vol: 40 | Change: +0.00% | Status: Normal
[16:58:44] Price: $1961.90 | Vol: 70 | Change: +0.02% | Status: Normal
[16:58:54] Price: $1961.91 | Vol: 75 | Change: +0.02% | Status: Normal
[16:59:04] Price: $1962.09 | Vol: 16 | Change: +0.00% | Status: Normal
[16:59:14] Price: $1962.01 | Vol: 98 | Change: -0.00% | Status: Normal
[16:59:24] Price: $1962.01 | Vol: 117 | Change: -0.00% | Status: Normal
[16:59:34] Price: $1962.00 | Vol: 125 | Change: -0.00% | Status: Normal
[16:59:44] Price: $1962.01 | Vol: 136 | Change: -0.00% | Status: Normal
[16:59:54] Price: $1962.00 | Vol: 177 | Change: -0.00% | Status: 🚨 SPIKE DETECTED
[17:00:04] Price: $1962.00 | Vol: 195 | Change: -0.00% | Status: 🚨 SPIKE DETECTED
[17:00:14] Price: $1962.01 | Vol: 25 | Change: +0.00% | Status: Normal
[17:00:24] Price: $1962.00 | Vol: 38 | Change: +0.00% | Status: Normal
[17:00:34] Price: $1962.00 | Vol: 40 | Change: +0.00% | Status: Normal
[17:00:44] Price: $1962.08 | Vol: 562 | Change: +0.00% | Status: 🚨 SPIKE DETECTED
[17:00:54] Price: $1962.11 | Vol: 823 | Change: +0.01% | Status: 🚨 SPIKE DETECTED
[17:01:04] Price: $1961.76 | Vol: 1032 | Change: -0.01% | Status: 🚨 SPIKE DETECTED
[17:01:14] Price: $1961.26 | Vol: 124 | Change: -0.03% | Status: Normal
[17:01:24] Price: $1961.32 | Vol: 155 | Change: -0.02% | Status: Normal
[17:01:35] Price: $1961.79 | Vol: 216 | Change: +0.00% | Status: Normal
[17:01:45] Price: $1961.80 | Vol: 232 | Change: +0.00% | Status: Normal
[17:01:55] Price: $1961.80 | Vol: 240 | Change: +0.00% | Status: Normal
[17:02:05] Price: $1961.79 | Vol: 27 | Change: +0.01% | Status: Normal
[17:02:15] Price: $1961.39 | Vol: 156 | Change: -0.01% | Status: Normal
[17:02:25] Price: $1961.38 | Vol: 162 | Change: -0.01% | Status: Normal
[17:02:35] Price: $1961.80 | Vol: 573 | Change: +0.01% | Status: 🚨 SPIKE DETECTED
[17:02:45] Price: $1961.54 | Vol: 1321 | Change: -0.00% | Status: 🚨 SPIKE DETECTED
[17:02:55] Price: $1962.15 | Vol: 1439 | Change: +0.03% | Status: 🚨 SPIKE DETECTED
[17:03:05] Price: $1961.96 | Vol: 1543 | Change: +0.02% | Status: 🚨 SPIKE DETECTED
[17:03:15] Price: $1961.91 | Vol: 18 | Change: +0.00% | Status: Normal
[17:03:25] Price: $1961.71 | Vol: 65 | Change: -0.01% | Status: Normal
[17:03:35] Price: $1961.72 | Vol: 77 | Change: -0.01% | Status: Normal
[17:03:45] Price: $1961.71 | Vol: 85 | Change: -0.01% | Status: Normal
[17:03:55] Price: $1961.71 | Vol: 103 | Change: -0.01% | Status: Normal
[17:04:05] Price: $1962.24 | Vol: 80 | Change: +0.03% | Status: Normal
[17:04:15] Price: $1962.23 | Vol: 81 | Change: +0.03% | Status: Normal
[17:04:25] Price: $1962.59 | Vol: 106 | Change: +0.04% | Status: Normal
[17:04:35] Price: $1962.74 | Vol: 167 | Change: +0.05% | Status: Normal
[17:04:45] Price: $1962.89 | Vol: 579 | Change: +0.06% | Status: 🚨 SPIKE DETECTED
[17:04:56] Price: $1962.88 | Vol: 606 | Change: +0.06% | Status: 🚨 SPIKE DETECTED
[17:05:06] Price: $1962.88 | Vol: 13 | Change: +0.00% | Status: Normal
[17:05:16] Price: $1962.88 | Vol: 69 | Change: +0.00% | Status: Normal
[17:05:26] Price: $1963.21 | Vol: 500 | Change: +0.02% | Status: 🚨 SPIKE DETECTED
[17:05:36] Price: $1963.21 | Vol: 583 | Change: +0.02% | Status: 🚨 SPIKE DETECTED
[17:05:46] Price: $1963.11 | Vol: 644 | Change: +0.01% | Status: 🚨 SPIKE DETECTED
[17:05:56] Price: $1962.88 | Vol: 789 | Change: +0.00% | Status: 🚨 SPIKE DETECTED
[17:06:06] Price: $1962.88 | Vol: 8 | Change: -0.00% | Status: Normal
[17:06:16] Price: $1962.89 | Vol: 13 | Change: +0.00% | Status: Normal
[17:06:26] Price: $1963.41 | Vol: 202 | Change: +0.03% | Status: Normal
[17:06:36] Price: $1963.09 | Vol: 230 | Change: +0.01% | Status: Normal
[17:06:46] Price: $1963.49 | Vol: 520 | Change: +0.03% | Status: 🚨 SPIKE DETECTED
[17:06:56] Price: $1963.59 | Vol: 556 | Change: +0.04% | Status: 🚨 SPIKE DETECTED
[17:07:06] Price: $1963.80 | Vol: 15 | Change: +0.00% | Status: Normal
[17:07:16] Price: $1963.80 | Vol: 91 | Change: +0.00% | Status: Normal
[17:07:26] Price: $1963.49 | Vol: 277 | Change: -0.02% | Status: Normal
